ImageNumber,ObjectNumber,Children_NonOverlappingWorms_Adult_Count,Children_NonOverlappingWorms_L1_Count,Children_NonOverlappingWorms_L2L3_Count,Children_NonOverlappingWorms_L4_Count,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number
6,1,0,1,1,0,803.03988183161,119.12555391432792,0,1
6,2,0,1,0,0,1542.4946619217083,352.2580071174377,0,2
6,3,0,1,1,0,426.92426035502956,433.6307692307692,0,3
6,4,0,1,0,0,690.846357615894,471.22119205298014,0,4
6,5,0,1,1,0,1731.5737704918033,531.5305514157973,0,5
6,6,0,0,0,0,900.0625,535.21875,0,6
6,7,0,0,0,0,438.7218045112782,572.187969924812,0,7
6,8,0,1,1,0,950.9172809172809,752.7125307125307,0,8
6,9,0,0,0,0,989.3571428571429,702.9821428571429,0,9
6,10,0,1,1,0,1339.9293044469782,770.9361459521094,0,10
6,11,0,1,1,0,1560.7206931702344,800.5096839959225,0,11
6,12,0,0,0,0,1152.4430379746836,765.5822784810126,0,12
6,13,0,1,1,0,1266.6602112676057,799.2878521126761,0,13
6,14,0,0,0,0,975.5684210526316,800.6947368421053,0,14
6,15,0,0,0,0,558.7957559681697,827.7970822281167,0,15
6,16,0,1,1,0,1753.8044041450778,878.7953367875648,0,16
6,17,0,0,0,0,971.8990825688073,829.4862385321101,0,17
6,18,0,0,0,0,1668.2937062937062,850.7762237762238,0,18
6,19,0,0,0,0,1611.071729957806,858.9324894514768,0,19
6,20,0,0,0,0,1129.3191489361702,869.581560283688,0,20
6,21,0,1,1,0,1688.7920193470375,935.9746070133011,0,21
6,22,0,1,1,0,1119.7019748653502,911.7172351885099,0,22
6,23,0,0,0,0,720.436974789916,896.7647058823529,0,23
6,24,0,0,0,0,1327.2517985611512,919.158273381295,0,24
6,25,0,1,1,0,682.713706407137,978.3268450932685,0,25
6,26,0,0,0,0,983.2835820895523,917.7835820895523,0,26
6,27,0,1,0,0,92.7719298245614,997.0736842105263,0,27
6,28,0,1,0,0,1874.887048192771,1029.1897590361446,0,28
6,29,0,2,1,0,1840.2097735399284,1092.8307508939213,0,29
6,30,0,1,0,0,126.86995515695067,1082.1704035874438,0,30
6,31,0,1,1,0,480.25694444444446,1099.8553240740741,0,31
6,32,0,0,0,0,1326.9638554216867,1051.710843373494,0,32
6,33,0,0,0,0,1224.4065934065934,1081.4945054945056,0,33
6,34,0,1,1,0,782.9909173478655,1127.0808356039963,0,34
6,35,0,0,0,0,391.83168316831683,1086.3465346534654,0,35
6,36,0,0,0,0,1100.7767857142858,1160.75,0,36
6,37,0,0,0,0,391.4379562043796,1187.2262773722628,0,37
6,38,0,1,1,0,1014.0447889750216,1257.4151593453919,0,38
6,39,0,0,0,0,489.43506493506493,1259.9155844155844,0,39
6,40,0,0,0,0,1083.2238805970148,1270.1567164179105,0,40
6,41,0,0,0,0,1072.844827586207,1311.0775862068965,0,41
6,42,0,0,0,0,1233.8484848484848,1333.081818181818,0,42
6,43,0,0,0,0,1081.857142857143,1384.7142857142858,0,43
6,44,0,0,0,0,1528.1655844155844,1449.2467532467533,0,44
6,45,0,0,0,0,1510.6463414634147,1438.6463414634147,0,45
6,46,0,0,0,0,437.9762340036563,1461.9506398537478,0,46
6,47,0,0,0,0,1712.4683544303798,1485.8227848101267,0,47
6,48,0,1,1,0,1609.9382835101253,1536.2777242044358,0,48
6,49,0,1,1,0,747.2659574468086,1697.027659574468,0,49
6,50,0,0,0,0,1395.9283489096574,1740.9532710280373,0,50
6,51,0,1,1,0,784.348,1807.6746666666666,0,51
6,52,0,1,1,0,1128.606334841629,1850.8653846153845,0,52
6,53,0,1,0,0,1456.4169675090252,1839.312274368231,0,53
6,54,0,1,1,0,1116.737359550562,1886.563202247191,0,54
6,55,0,1,0,0,1059.4927302100161,1954.0064620355413,0,55
