ImageNumber,ObjectNumber,Children_NonOverlappingWorms_Adult_Count,Children_NonOverlappingWorms_L1_Count,Children_NonOverlappingWorms_L2L3_Count,Children_NonOverlappingWorms_L4_Count,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number
14,1,0,2,1,1,1074.462816784379,120.14499376817615,0,1
14,2,0,2,1,1,867.6445032111825,228.57914620324897,0,2
14,3,0,3,1,0,1079.7136695421366,264.8088918380889,0,3
14,4,0,5,1,1,1049.9680666435265,291.30336688649777,0,4
14,5,0,2,1,1,734.5068686157098,315.355054596689,0,5
14,6,0,2,1,0,564.8142414860681,274.2222910216718,0,6
14,7,0,1,1,0,1275.3341959334566,272.4698706099815,0,7
14,8,0,0,0,0,1116.6300578034682,272.95375722543355,0,8
14,9,0,2,1,1,1464.414163885799,292.1716722284019,0,9
14,10,1,2,2,1,927.3648387985671,466.37200330669606,0,10
14,11,0,2,1,1,689.2169014084507,457.8513302034429,0,11
14,12,0,2,1,1,1787.2027429934408,530.5700655933214,0,12
14,13,0,2,1,1,718.267836593786,569.7100115074799,0,13
14,14,0,2,1,1,473.59970182631383,595.0219903093551,0,14
14,15,0,2,1,0,1649.0530120481928,561.3876075731497,0,15
14,16,0,2,1,1,347.5421831267493,596.0599760095962,0,16
14,17,0,0,0,0,686.6923076923077,573.7912087912088,0,17
14,18,0,0,0,0,701.1509433962265,577.8301886792453,0,18
14,19,0,0,0,0,650.3087818696883,588.0934844192634,0,19
14,20,1,0,1,1,900.4713656387665,725.8416688261208,0,20
14,21,0,0,0,0,855.3211678832117,605.1678832116788,0,21
14,22,0,2,1,1,1476.4442006269592,651.8021943573667,0,22
14,23,0,3,1,1,276.84311424100156,711.2910798122066,0,23
14,24,0,2,1,1,342.731843575419,701.7992817238627,0,24
14,25,1,2,1,1,1110.3621343445286,719.6505958829903,0,25
14,26,0,4,2,1,1487.5758955676988,794.1760777170613,0,26
14,27,0,0,0,0,1318.4179894179895,748.6190476190476,0,27
14,28,0,0,0,0,1099.371794871795,753.2051282051282,0,28
14,29,1,2,1,1,635.6272522522522,804.8682432432432,0,29
14,30,0,2,2,1,1227.8123723373212,907.8243361540706,0,30
14,31,1,2,1,1,586.4992915840181,908.7650892604137,0,31
14,32,0,1,1,0,190.66033966033967,1018.7802197802198,0,32
14,33,0,2,1,1,339.1657106437221,948.357552581262,0,33
14,34,0,0,1,1,308.106880894167,1092.6315054139016,0,34
14,35,0,2,1,1,1545.377458396369,1128.64258698941,0,35
14,36,0,0,0,0,553.7857142857143,1007.5546218487395,0,36
14,37,1,2,1,1,508.82241379310346,1092.9637931034483,0,37
14,38,0,2,1,1,1768.0637974683543,1185.4096202531646,0,38
14,39,1,2,2,1,1009.3424072591406,1200.3931144915932,0,39
14,40,0,2,1,1,355.52863809927874,1222.02842596521,0,40
14,41,0,3,2,1,727.1157339583943,1277.963961324348,0,41
14,42,0,0,0,0,1296.4242424242425,1212.2121212121212,0,42
14,43,0,2,1,1,284.90106761565835,1258.8644128113879,0,43
14,44,0,3,1,1,844.2292787944026,1228.6085396483675,0,44
14,45,0,2,2,1,855.9273447820343,1380.064068692206,0,45
14,46,0,4,1,1,1601.2480578139114,1328.4305329719964,0,46
14,47,0,0,0,0,630.9346733668342,1327.1557788944724,0,47
14,48,1,3,2,1,1219.27448419953,1345.857665186733,0,48
14,49,0,2,1,1,1807.895311788803,1351.6445152480655,0,49
14,50,0,0,1,1,1451.2692307692307,1418.5488165680474,0,50
14,51,0,2,1,0,1291.546785486951,1498.950031826862,0,51
14,52,0,2,1,1,530.2720825274017,1486.5805931656996,0,52
14,53,0,4,1,1,884.0862720403022,1552.6445214105793,0,53
14,54,0,3,1,1,1132.9403434769508,1583.9240735161193,0,54
14,55,0,0,1,1,841.9938214396045,1643.7698486252702,0,55
14,56,0,2,1,1,1526.7498305084746,1584.2437288135593,0,56
14,57,0,3,1,1,934.6212668198227,1712.398752871677,0,57
14,58,0,0,1,1,653.1941074523397,1713.2790294627382,0,58
14,59,0,4,2,1,1233.8156666666666,1689.8303333333333,0,59
14,60,0,2,1,1,647.1803114013059,1775.273229532898,0,60
14,61,0,3,1,1,938.6481597005615,1838.0695570804742,0,61
14,62,0,2,1,1,1455.7272727272727,1791.969696969697,0,62
14,63,0,2,1,1,778.1333333333333,1864.6123620309052,0,63
14,64,0,2,1,1,1031.4871794871794,1891.101282051282,0,64
