ImageNumber,ObjectNumber,Children_NonOverlappingWorms_Adult_Count,Children_NonOverlappingWorms_L1_Count,Children_NonOverlappingWorms_L2L3_Count,Children_NonOverlappingWorms_L4_Count,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number
13,1,0,1,1,1,836.7714285714286,203.0092857142857,0,1
13,2,0,2,1,1,1243.2691960252937,132.41418247515807,0,2
13,3,0,2,1,1,1273.9814534443603,265.07115821347463,0,3
13,4,0,2,1,1,1086.4163197335554,185.26436303080766,0,4
13,5,0,2,1,1,1433.55765993266,273.9713804713805,0,5
13,6,0,3,2,1,979.8553846153847,368.1593846153846,0,6
13,7,0,2,1,0,1690.1234939759036,446.8519793459553,0,7
13,8,0,2,1,1,288.85392320534226,452.94365609348915,0,8
13,9,0,2,1,1,1379.6433146517213,532.982385908727,0,9
13,10,0,0,0,0,541.0106382978723,443.1808510638298,0,10
13,11,0,2,1,1,1658.903629032258,582.9064516129032,0,11
13,12,0,2,1,1,1769.4415584415585,645.7610389610389,0,12
13,13,0,0,0,0,1728.5212765957447,620.6063829787234,0,13
13,14,0,2,1,1,1809.1896,775.8536,0,14
13,15,0,0,0,0,449.04938271604937,680.8024691358024,0,15
13,16,0,2,1,1,1887.8160792951542,843.0899412628487,0,16
13,17,0,0,0,0,882.8658536585366,786.2560975609756,0,17
13,18,1,2,1,1,1139.8327974276526,885.8129689174705,0,18
13,19,0,2,1,1,1556.5700090334237,895.2324601023788,0,19
13,20,0,0,0,0,1280.5948717948718,860.0871794871795,0,20
13,21,0,0,0,0,883.5217391304348,921.6630434782609,0,21
13,22,0,3,1,1,1539.6477462437397,1027.7018363939899,0,22
13,23,0,0,1,1,225.95180327868852,1010.0078688524591,0,23
13,24,0,1,1,0,1878.2040205303679,1032.825491873396,0,24
13,25,1,0,1,1,1339.2762312633834,1077.3418094218416,0,25
13,26,0,2,1,1,1661.3192397207138,1096.765709852599,0,26
13,27,0,2,1,1,601.2750072066879,1124.1011818968002,0,27
13,28,0,2,2,1,905.1863336992316,1189.2058177826564,0,28
13,29,0,0,1,1,736.7843684577808,1246.757850662945,0,29
13,30,0,0,1,1,1494.7074420006027,1299.3922868333837,0,30
13,31,0,3,1,0,1567.1023748395378,1318.3385750962773,0,31
13,32,0,2,1,1,1650.6332945285214,1369.488164532402,0,32
13,33,0,2,1,1,855.1618871415357,1403.7844588344126,0,33
13,34,0,0,0,0,672.3679245283018,1392.2688679245282,0,34
13,35,0,3,1,1,486.15131136516476,1463.7138533960995,0,35
13,36,0,2,3,1,1511.1642172523962,1532.882428115016,0,36
13,37,0,2,1,1,1616.125900805426,1577.6417973717678,0,37
13,38,0,0,0,0,1018.9529411764706,1476.6588235294118,0,38
13,39,0,0,0,0,1320.5411764705882,1566.757219251337,0,39
13,40,0,2,1,1,1477.3413441955192,1675.4276985743381,0,40
13,41,0,0,0,0,1320.469135802469,1607.567901234568,0,41
13,42,1,2,1,1,1354.8013698630136,1704.304794520548,0,42
13,43,0,0,0,0,1314.4891304347825,1622.3478260869565,0,43
13,44,0,0,1,1,1545.198847262248,1767.2812680115273,0,44
13,45,0,2,1,1,1084.8314220183486,1828.09250764526,0,45
13,46,0,2,0,1,998.5292953285827,1948.4311163895486,0,46
