ImageNumber,ObjectNumber,Children_NonOverlappingWorms_Adult_Count,Children_NonOverlappingWorms_L1_Count,Children_NonOverlappingWorms_L2L3_Count,Children_NonOverlappingWorms_L4_Count,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number
9,1,0,1,1,0,627.5155221072437,247.81749764816556,0,1
9,2,0,2,1,0,1233.2534690101756,224.59666975023126,0,2
9,3,0,2,1,0,1336.5151020408164,331.5412244897959,0,3
9,4,0,0,0,0,797.6978417266187,325.1223021582734,0,4
9,5,0,0,0,0,1144.4883720930231,344.3333333333333,0,5
9,6,0,2,1,0,1258.88575780655,353.85986290936785,0,6
9,7,0,0,0,0,1401.851851851852,396.8395061728395,0,7
9,8,0,0,0,0,880.6475409836065,426.5081967213115,0,8
9,9,0,1,1,0,467.0923588039867,464.56677740863785,0,9
9,10,0,0,0,0,816.6913580246913,462.86008230452677,0,10
9,11,0,1,1,0,828.785625,587.2825,0,11
9,12,0,1,1,0,1288.4157628344178,581.586406362979,0,12
9,13,0,1,1,1,1253.0177228786251,643.5381310418904,0,13
9,14,0,0,0,0,1328.5128205128206,585.6239316239316,0,14
9,15,0,1,1,1,1568.2541499713795,595.4396107613051,0,15
9,16,0,1,1,1,1143.45295404814,667.9332603938731,0,16
9,17,0,0,0,0,416.41015625,726.0234375,0,17
9,18,0,0,0,0,1108.56,755.16,0,18
9,19,0,1,1,1,407.7291997880233,774.4350821409645,0,19
9,20,0,0,0,0,1256.939024390244,779.7926829268292,0,20
9,21,0,0,0,0,1270.1849710982658,802.5664739884393,0,21
9,22,0,1,1,0,470.8451400329489,824.9258649093905,0,22
9,23,0,0,0,0,775.3006993006993,824.4545454545455,0,23
9,24,0,0,0,0,1402.4901960784314,841.7254901960785,0,24
9,25,0,2,1,0,1793.7633587786258,923.4725190839695,0,25
9,26,0,2,1,0,1719.1488573193328,944.5250154416307,0,26
9,27,0,1,1,0,1876.1062801932367,1017.5660225442834,0,27
9,28,0,1,1,0,1930.437659033079,1040.8931297709923,0,28
9,29,0,2,1,1,634.3203834510596,1001.3824419778002,0,29
9,30,0,2,1,0,1628.9867452135493,1054.9462444771723,0,30
9,31,0,1,1,0,1830.0141110065852,1036.0724365004703,0,31
9,32,0,1,1,1,521.0729853015712,1030.8590978205777,0,32
9,33,0,0,0,0,959.4731182795699,999.0860215053764,0,33
9,34,0,0,0,0,758.244705882353,1012.484705882353,0,34
9,35,0,1,1,1,757.469781615033,1054.8237684103606,0,35
9,36,0,0,0,0,423.8342857142857,1028.7371428571428,0,36
9,37,0,2,1,0,1581.8400954653937,1167.002386634845,0,37
9,38,0,5,3,0,1254.0856675154603,1130.539468897781,0,38
9,39,0,1,1,0,1442.8353260869565,1202.9728260869565,0,39
9,40,0,0,0,0,1485.1634615384614,1133.5576923076924,0,40
9,41,0,2,1,1,1054.268805891636,1170.9789584429247,0,41
9,42,0,3,1,0,1097.298996302166,1218.2097200211306,0,42
9,43,0,2,1,0,1622.0991561181434,1243.965541490858,0,43
9,44,0,1,1,0,1731.1090201168072,1187.0824140168722,0,44
9,45,0,0,0,0,1336.888888888889,1180.5032679738563,0,45
9,46,0,3,2,0,280.38992042440316,1266.2959454338766,0,46
9,47,0,2,2,1,627.560669456067,1215.7839210998206,0,47
9,48,0,0,0,0,391.66141732283467,1197.023622047244,0,48
9,49,0,0,0,0,1213.6097560975609,1223.939024390244,0,49
9,50,0,2,1,0,452.6520432692308,1304.8828125,0,50
9,51,0,0,0,0,943.8224043715848,1264.863387978142,0,51
9,52,0,0,0,0,1817.5696202531647,1290.9367088607594,0,52
9,53,0,0,0,0,944.3536585365854,1334.378048780488,0,53
9,54,0,0,0,0,900.0416666666666,1355.4479166666667,0,54
9,55,0,0,0,0,1469.6054054054055,1380.5945945945946,0,55
9,56,0,1,1,0,1448.3178466076697,1414.8716814159293,0,56
9,57,0,0,0,0,603.6747404844291,1405.4982698961937,0,57
9,58,0,1,1,0,1518.659090909091,1504.9074074074074,0,58
9,59,0,1,1,0,507.17112998040494,1491.7028086218158,0,59
9,60,0,0,0,0,1489.7669902912621,1456.2572815533981,0,60
9,61,0,1,1,0,1795.2290076335878,1550.1354961832062,0,61
9,62,0,0,0,0,1212.5454545454545,1554.7545454545455,0,62
9,63,0,0,1,0,1441.957699933906,1607.1566424322539,0,63
9,64,0,0,0,0,1548.8021978021977,1618.2527472527472,0,64
9,65,0,1,1,0,1088.413468013468,1631.5993265993266,0,65
9,66,0,0,0,0,502.15751211631664,1658.6647819063005,0,66
9,67,0,0,0,0,1151.921568627451,1671.7581699346406,0,67
9,68,0,1,1,0,752.7093922651934,1731.2331491712707,0,68
9,69,0,1,1,0,1111.254918032787,1732.3524590163934,0,69
9,70,0,1,1,0,1277.7001845018451,1729.879151291513,0,70
9,71,0,1,1,0,595.1197982345524,1768.4981084489282,0,71
9,72,0,1,1,0,1577.0020833333333,1728.9375,0,72
9,73,0,1,1,0,1478.7854077253219,1802.507868383405,0,73
9,74,0,0,0,0,1062.5981308411215,1816.728971962617,0,74
9,75,0,0,0,0,759.6130952380952,1833.8035714285713,0,75
9,76,0,1,1,0,1230.9157994323557,1887.7549668874171,0,76
9,77,0,0,0,0,667.5,1859.7717391304348,0,77
9,78,0,1,0,0,719.6941176470589,1902.1364705882354,0,78
9,79,0,1,1,0,1091.394074074074,1925.3096296296296,0,79
