ImageNumber,ObjectNumber,Children_NonOverlappingWorms_Adult_Count,Children_NonOverlappingWorms_L1_Count,Children_NonOverlappingWorms_L2L3_Count,Children_NonOverlappingWorms_L4_Count,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number
20,1,1,5,4,1,1073.4933822032174,206.62186927306047,0,1
20,2,0,0,0,0,1012.9886363636364,152.6590909090909,0,2
20,3,1,3,2,1,1278.3896480331264,371.1370600414079,0,3
20,4,1,3,2,1,302.3323660282453,559.3579028825692,0,4
20,5,1,0,2,0,1454.5636860482768,609.8393805981478,0,5
20,6,0,0,0,0,669.8916083916084,484.3286713286713,0,6
20,7,0,4,3,1,1668.2035583464155,622.6031746031746,0,7
20,8,1,1,1,1,162.3910857142857,718.5910857142857,0,8
20,9,1,2,4,1,704.0936251519889,658.3943025881536,0,9
20,10,0,2,1,1,1882.501808318264,720.9638336347197,0,10
20,11,1,2,3,1,860.7095016824227,748.690754686749,0,11
20,12,1,3,2,1,1229.875927174646,716.4649359406608,0,12
20,13,1,2,2,1,1034.2105650382578,793.1602413184225,0,13
20,14,1,3,5,1,410.7929203539823,703.9732743362832,0,14
20,15,1,3,2,2,1218.7741228070176,860.8372807017544,0,15
20,16,1,3,4,1,444.9867876472461,792.8183699458771,0,16
20,17,1,2,2,1,751.2034455755677,889.7577133907596,0,17
20,18,2,9,8,2,1510.6088147410358,832.4173306772908,0,18
20,19,1,1,2,1,955.5500155327742,913.5576265921094,0,19
20,20,0,0,0,0,989.2441860465116,832.1104651162791,0,20
20,21,1,1,1,1,1081.6022327573023,964.1114849365347,0,21
20,22,1,1,2,1,1506.070350960775,971.2933142766396,0,22
20,23,0,0,0,0,1516.7413793103449,1022.6724137931035,0,23
20,24,1,0,0,1,813.7445755060434,1126.2248434542012,0,24
20,25,1,3,3,1,280.22467577988084,1231.410094637224,0,25
20,26,1,1,2,1,960.905372104485,1257.1890915064891,0,26
20,27,1,3,2,0,1321.4476925603547,1312.720972245032,0,27
20,28,1,3,2,1,1521.15694398409,1189.7343387470999,0,28
20,29,0,0,0,0,1797.375,1174.425,0,29
20,30,1,2,2,1,1395.327376116978,1339.5506092607636,0,30
20,31,0,2,2,1,468.5484612663601,1391.0245843650514,0,31
20,32,2,5,4,2,571.8379065486105,1439.7256070833698,0,32
20,33,1,2,2,1,1115.2315820806668,1395.8798928411966,0,33
20,34,1,4,4,2,1330.2604960285298,1568.6887664127087,0,34
20,35,0,2,2,1,1771.624295554164,1527.026925485285,0,35
20,36,0,0,0,0,308.8407079646018,1445.9557522123894,0,36
20,37,0,0,0,0,461.9157894736842,1481.421052631579,0,37
20,38,0,0,0,0,543.3082706766917,1502.1654135338347,0,38
20,39,0,0,0,0,496.8488372093023,1660.2790697674418,0,39
20,40,0,0,0,0,676.7438016528926,1702.2396694214876,0,40
20,41,0,4,1,0,1194.0864567716142,1853.4785107446278,0,41
20,42,0,1,0,0,1234.46170678337,1888.9540481400438,0,42
20,43,0,2,1,0,1065.0933254577674,1915.8239810986415,0,43
20,44,0,0,0,0,1169.6862170087977,1926.9882697947214,0,44
