ImageNumber,ObjectNumber,Children_NonOverlappingWorms_Adult_Count,Children_NonOverlappingWorms_L1_Count,Children_NonOverlappingWorms_L2L3_Count,Children_NonOverlappingWorms_L4_Count,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number
12,1,0,1,1,0,764.8996692392503,125.78610804851158,0,1
12,2,0,1,1,0,930.0738150738151,148.96503496503496,0,2
12,3,0,2,1,1,891.6547917711991,309.78575012543905,0,3
12,4,0,2,1,1,1313.303229061554,275.8668012108981,0,4
12,5,0,0,0,0,1282.1473684210525,302.58947368421053,0,5
12,6,0,2,1,1,1421.3841781146375,364.04737091425864,0,6
12,7,0,2,1,1,1479.2898058252426,481.16893203883495,0,7
12,8,0,2,1,1,1658.6007766990292,567.3378640776699,0,8
12,9,0,0,0,0,513.6993464052288,621.6405228758169,0,9
12,10,0,2,1,1,1313.1321661517336,757.2530037761758,0,10
12,11,0,0,0,0,616.2452830188679,669.2264150943396,0,11
12,12,0,2,1,1,1206.2680240320428,767.6151535380508,0,12
12,13,0,3,1,1,258.95499407816817,760.1212001579155,0,13
12,14,0,0,0,0,767.876404494382,746.8258426966293,0,14
12,15,0,2,1,1,963.8283397955587,782.6774762072612,0,15
12,16,0,0,0,0,1244.9177215189873,797.7405063291139,0,16
12,17,0,2,1,1,1779.144366197183,855.9182316118936,0,17
12,18,0,1,1,1,1844.1420317766008,936.6509388541165,0,18
12,19,0,1,1,1,991.6534589152322,897.642741149724,0,19
12,20,0,0,0,0,1510.4463519313306,863.8927038626609,0,20
12,21,0,2,1,1,1903.1387163561076,973.3079710144928,0,21
12,22,0,0,0,0,1031.146551724138,887.1810344827586,0,22
12,23,0,2,1,1,1010.2491669751944,972.0688633839319,0,23
12,24,0,2,1,1,195.29219143576827,983.6841309823677,0,24
12,25,0,2,1,1,346.3625325238508,1061.2272333044232,0,25
12,26,0,0,0,0,1464.859296482412,1039.9798994974874,0,26
12,27,0,0,0,0,283.87719298245617,1067.9415204678362,0,27
12,28,0,1,1,1,1865.5767380848272,1158.1845212068213,0,28
12,29,0,0,0,0,1288.7505773672056,1188.85103926097,0,29
12,30,0,1,1,1,1854.9447322970639,1278.2861255037421,0,30
12,31,0,0,0,0,1593.4488636363637,1227.5568181818182,0,31
12,32,0,0,0,0,1134.9363636363637,1235.7363636363636,0,32
12,33,0,0,0,0,317.3942307692308,1299.6346153846155,0,33
12,34,0,2,1,1,264.9863325740319,1408.1854214123007,0,34
12,35,0,0,0,0,1045.2571428571428,1348.5333333333333,0,35
12,36,0,2,1,1,412.48016942626106,1428.1055063534848,0,36
12,37,0,2,1,1,1591.0886426592797,1494.959635931935,0,37
12,38,0,2,1,1,1743.14618908788,1494.170345689296,0,38
12,39,0,0,0,0,931.4276094276095,1444.2693602693603,0,39
12,40,0,0,0,0,1190.3932584269662,1443.314606741573,0,40
12,41,0,0,0,0,1034.3193548387096,1476.3677419354838,0,41
12,42,0,0,0,0,1070.5073529411766,1507.1838235294117,0,42
12,43,0,0,0,0,1320.0481927710844,1513.9277108433735,0,43
12,44,0,2,1,1,536.4816293929713,1607.3514376996804,0,44
12,45,0,0,0,0,927.5,1646.468085106383,0,45
12,46,0,2,1,1,1101.442641509434,1798.7222641509434,0,46
12,47,0,0,0,0,715.4772727272727,1799.0681818181818,0,47
12,48,0,0,0,0,1063.4554455445545,1815.90099009901,0,48
12,49,0,2,1,1,1135.705995203837,1957.4450839328538,0,49
