ImageNumber,ObjectNumber,Children_NonOverlappingWorms_Adult_Count,Children_NonOverlappingWorms_L1_Count,Children_NonOverlappingWorms_L2L3_Count,Children_NonOverlappingWorms_L4_Count,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number
5,1,0,0,0,0,896.5094339622641,86.67924528301887,0,1
5,2,0,1,0,0,769.0744047619048,148.28869047619048,0,2
5,3,0,0,0,0,718.5932203389831,148.08474576271186,0,3
5,4,0,1,0,0,1079.1577981651376,241.4073394495413,0,4
5,5,0,0,0,0,966.0757575757576,226.5681818181818,0,5
5,6,0,0,0,0,1489.3302325581396,254.72093023255815,0,6
5,7,0,1,0,0,704.4747899159664,299.85714285714283,0,7
5,8,0,0,0,0,848.6614173228346,309.92913385826773,0,8
5,9,0,0,0,0,1671.3517915309446,387.7524429967427,0,9
5,10,0,0,0,0,725.5166051660517,429.37453874538744,0,10
5,11,0,1,0,0,737.4775280898876,489.3501872659176,0,11
5,12,0,1,0,0,1031.291746641075,453.9904030710173,0,12
5,13,0,1,0,0,521.1062801932367,479.1183574879227,0,13
5,14,0,0,0,0,1324.2426470588234,505.79411764705884,0,14
5,15,0,0,0,0,907.9459041731067,510.45749613601237,0,15
5,16,0,1,0,0,459.36042402826854,626.8780918727915,0,16
5,17,0,1,1,0,1064.7862266857962,631.9698708751794,0,17
5,18,0,0,0,0,733.0280373831775,648.0841121495328,0,18
5,19,0,0,0,0,1110.6968085106382,652.7446808510638,0,19
5,20,0,0,0,0,527.123076923077,673.1384615384616,0,20
5,21,0,0,0,0,1272.8661971830986,678.4154929577464,0,21
5,22,0,1,0,0,378.24734982332154,733.1254416961131,0,22
5,23,0,0,0,0,1846.7422680412371,716.8969072164948,0,23
5,24,0,1,0,0,1494.6737160120847,731.1087613293051,0,24
5,25,0,0,0,0,1090.4022988505747,734.1724137931035,0,25
5,26,0,0,0,0,1242.2844827586207,742.5086206896551,0,26
5,27,0,0,0,0,1215.0,745.3731343283582,0,27
5,28,0,0,0,0,1293.2347826086957,749.0782608695653,0,28
5,29,0,1,1,0,1306.042496679947,804.0385126162018,0,29
5,30,0,0,0,0,371.39473684210526,766.4052631578948,0,30
5,31,0,0,0,0,1269.731182795699,781.4623655913979,0,31
5,32,0,0,0,0,1195.8875,816.6,0,32
5,33,0,1,0,0,1558.358458961474,861.8391959798995,0,33
5,34,0,0,0,0,1208.1868131868132,907.9120879120879,0,34
5,35,0,0,0,0,1081.179487179487,895.7179487179487,0,35
5,36,0,0,0,0,908.4235294117647,965.3294117647059,0,36
5,37,0,0,0,0,90.27659574468085,968.5531914893617,0,37
5,38,0,0,0,0,1056.0666666666666,973.4666666666667,0,38
5,39,0,1,0,0,1374.378340365682,987.395218002813,0,39
5,40,0,0,0,0,890.9475982532751,1000.1004366812227,0,40
5,41,0,0,0,0,1189.675,1001.8166666666667,0,41
5,42,0,0,0,0,471.86725663716817,1001.8407079646017,0,42
5,43,0,1,1,0,670.9173126614987,1047.9263565891472,0,43
5,44,0,0,0,0,337.2857142857143,1031.5714285714287,0,44
5,45,0,1,1,0,431.72841051314145,1062.1839799749687,0,45
5,46,0,1,0,0,310.89447236180905,1104.822445561139,0,46
5,47,0,0,0,0,823.581560283688,1068.6950354609928,0,47
5,48,0,0,0,0,1323.9913606911448,1074.2505399568036,0,48
5,49,0,1,0,0,1899.2658486707567,1097.8139059304704,0,49
5,50,0,1,0,0,578.6700729927007,1145.821897810219,0,50
5,51,0,0,0,0,1200.3727272727272,1124.0363636363636,0,51
5,52,0,1,0,0,171.5549645390071,1150.6312056737588,0,52
5,53,0,0,0,0,1209.1203703703704,1156.9444444444443,0,53
5,54,0,0,0,0,1135.123076923077,1175.1538461538462,0,54
5,55,0,1,0,0,1757.6174242424242,1269.592803030303,0,55
5,56,0,0,0,0,600.5905511811023,1250.2047244094488,0,56
5,57,0,0,0,0,732.5833333333334,1286.2407407407406,0,57
5,58,0,1,0,0,468.56368960468524,1331.9648609077599,0,58
5,59,0,1,1,0,761.3901018922853,1318.608442503639,0,59
5,60,0,0,0,0,612.9272727272727,1336.8036363636363,0,60
5,61,0,1,1,0,686.6893732970027,1347.7574931880108,0,61
5,62,0,0,0,0,758.7994505494505,1342.934065934066,0,62
5,63,0,1,1,0,871.3675889328064,1411.3412384716733,0,63
5,64,0,0,0,0,1609.5202702702702,1382.6081081081081,0,64
5,65,0,0,0,0,1484.7553191489362,1400.2446808510638,0,65
5,66,0,1,1,0,1240.5936639118456,1459.1046831955923,0,66
5,67,0,0,0,0,1044.4814814814815,1437.1975308641975,0,67
5,68,0,1,0,0,1375.6754250386398,1477.2395672333848,0,68
5,69,0,0,0,0,741.9663865546219,1467.563025210084,0,69
5,70,0,0,0,0,989.5167286245353,1476.9591078066915,0,70
5,71,0,1,1,0,522.258064516129,1532.2287390029326,0,71
5,72,0,1,0,0,1060.8931082981717,1559.732770745429,0,72
5,73,0,1,1,0,1285.0723350253807,1562.030456852792,0,73
5,74,0,0,0,0,1329.560975609756,1550.060975609756,0,74
5,75,0,0,0,0,1098.2587412587413,1564.4335664335665,0,75
5,76,0,1,0,0,504.6276978417266,1599.2517985611512,0,76
5,77,0,0,0,0,1525.3829787234042,1624.723404255319,0,77
5,78,0,0,0,0,590.4777777777778,1630.111111111111,0,78
5,79,0,1,1,0,1173.7355371900826,1669.9876033057851,0,79
5,80,0,0,0,0,1405.3956953642385,1644.1937086092714,0,80
5,81,0,1,1,0,1422.4302325581396,1699.4389534883721,0,81
5,82,0,1,0,0,1039.3961988304093,1733.8406432748538,0,82
5,83,0,0,0,0,1623.875,1719.6875,0,83
5,84,0,1,1,0,805.1277860326894,1763.4710252600298,0,84
5,85,0,0,0,0,1436.110183639399,1766.7278797996662,0,85
5,86,0,0,0,0,1437.1954022988505,1801.7701149425288,0,86
5,87,0,0,0,0,658.2554455445545,1842.6990099009902,0,87
5,88,0,1,0,0,1187.8110687022902,1888.9083969465648,0,88
5,89,0,0,0,0,1099.220640569395,1907.7686832740214,0,89
