ImageNumber,ObjectNumber,Location_Center_X,Location_Center_Y,Number_Object_Number,Worm_Angle_1,Worm_Angle_10,Worm_Angle_11,Worm_Angle_12,Worm_Angle_13,Worm_Angle_14,Worm_Angle_15,Worm_Angle_16,Worm_Angle_17,Worm_Angle_18,Worm_Angle_19,Worm_Angle_2,Worm_Angle_3,Worm_Angle_4,Worm_Angle_5,Worm_Angle_6,Worm_Angle_7,Worm_Angle_8,Worm_Angle_9,Worm_ControlPointX_1,Worm_ControlPointX_10,Worm_ControlPointX_11,Worm_ControlPointX_12,Worm_ControlPointX_13,Worm_ControlPointX_14,Worm_ControlPointX_15,Worm_ControlPointX_16,Worm_ControlPointX_17,Worm_ControlPointX_18,Worm_ControlPointX_19,Worm_ControlPointX_2,Worm_ControlPointX_20,Worm_ControlPointX_21,Worm_ControlPointX_3,Worm_ControlPointX_4,Worm_ControlPointX_5,Worm_ControlPointX_6,Worm_ControlPointX_7,Worm_ControlPointX_8,Worm_ControlPointX_9,Worm_ControlPointY_1,Worm_ControlPointY_10,Worm_ControlPointY_11,Worm_ControlPointY_12,Worm_ControlPointY_13,Worm_ControlPointY_14,Worm_ControlPointY_15,Worm_ControlPointY_16,Worm_ControlPointY_17,Worm_ControlPointY_18,Worm_ControlPointY_19,Worm_ControlPointY_2,Worm_ControlPointY_20,Worm_ControlPointY_21,Worm_ControlPointY_3,Worm_ControlPointY_4,Worm_ControlPointY_5,Worm_ControlPointY_6,Worm_ControlPointY_7,Worm_ControlPointY_8,Worm_ControlPointY_9,Worm_Length
16,1,1691.3075447570332,483.87659846547314,1,-0.4340435870074191,-0.13873180350769188,-0.13165436059102542,0.0049655772070298365,-0.1718759901743303,-0.023710312404569,0.04759567332806336,-0.023885360923469268,0.08974166137143813,0.11061592043869029,0.01080739897649674,0.021311457312558568,0.08850126471766062,-0.10807102796412105,0.19250003431257534,-0.047739739088077826,-0.03668926726037647,-0.11948382391218271,0.010719347761830367,1683.0,1683.0,1684.0,1686.0,1689.2735497465342,1692.5065186975137,1697.1537012108665,1702.0,1706.4480662375718,1711.0952487509244,1715.0,1680.2329689509795,1718.0,1721.0,1681.1598153819004,1682.0,1682.0,1682.993271879644,1682.3460893662914,1682.0,1682.0,397.0,475.98424064889775,485.1421356237311,493.05738991144517,501.2735497465342,509.50651869751374,517.1537012108664,524.7184070623014,532.4480662375717,540.0952487509244,548.0499563630704,405.23296895097957,556.3794242131574,565.0,413.6392615276021,423.1079386117631,431.85162002422334,441.00672812035594,448.6539106337087,458.0826642616041,467.6547727988106,191.44217074412887
16,2,865.8851815505398,576.792934249264,2,0.48056927185887743,1.917910275039958e-14,-0.020835979638233026,0.0548068885810499,-4.912736883966318e-15,-0.03903247178257377,0.07854743839543069,-0.039514966612852004,1.5432100042289676e-14,0.13826443930329876,0.0063088690310788564,1.917910275039958e-14,-1.917910275039958e-14,-7.91033905045424e-15,2.708944180085382e-14,0.0,-1.917910275039958e-14,1.5237811012980274e-14,-1.5237811012980274e-14,811.0,861.4085240147602,867.0950341461158,872.7815442774714,878.367731971538,883.6449887797991,888.9222455880603,894.2821389946035,899.4767592045824,904.7540160128435,910.0312728211047,815.9164429639152,915.0221132238698,920.0,821.6029530952708,827.2894632266264,832.975973357982,838.6624834893378,844.3489936206934,850.035503752049,855.7220138834045,568.0,575.9890605109823,577.1624673634842,578.3358742159862,579.367731971538,580.6449887797991,581.9222455880602,583.0,584.4767592045824,585.7540160128435,587.0312728211047,566.6018056909667,589.0,591.0,567.7752125434686,568.9486193959706,570.1220262484725,571.2954331009744,572.4688399534764,573.6422468059784,574.8156536584803,116.12627801752485
16,3,727.4596527068437,491.5903983656793,3,-0.1323465677907253,-0.012105780312973602,-9.992007221626409e-16,1.7763568394002505e-14,-9.992007221626409e-16,-1.6764367671839864e-14,9.992007221626409e-16,-9.992007221626409e-16,3.341771304121721e-14,-3.241851231905457e-14,0.3030143303186629,0.1323465677907396,0.1323465677907545,0.0,0.1423192142546843,-0.04281146504574762,-0.058314876881536026,0.018800940337873495,0.0028762171194217645,694.0,724.0,727.0500610859333,730.2251742518204,733.4002874177072,736.5754005835942,739.7505137494809,742.9256269153677,746.1007400812548,749.2758532471416,752.4509664130283,697.9629829232553,755.6260795789153,757.0,702.2188590653238,706.181841988579,709.4377181306476,712.6935942727162,715.2423636335983,718.0,721.0470091365489,449.0,486.42834446886417,490.9819070340849,495.6002534571933,500.2185998803013,504.8369463034097,509.45529272651777,514.0736391496258,518.6919855727342,523.3103319958423,527.9286784189503,452.96298292325514,532.5470248420587,537.0,456.2188590653238,460.1818419885789,464.43771813064757,468.6935942727162,473.24236363359825,477.70461744806187,482.047009136549,112.09008395040873
16,4,1013.3205980066446,476.5739202657807,4,0.0,0.048117965059582435,0.0,0.11151696696095703,-0.06308346001057519,0.10973693723203404,-2.220446049250313e-15,-0.12220664303181072,0.23737596966491825,0.1396637874978719,-0.06780211455577279,-0.08704727440569204,-0.11528056511156226,-0.10245337838334923,0.008898090921796165,-0.01781016135785718,-0.06434363939652776,0.03222036304282039,-0.007082618269808716,1080.0,1020.2964049898959,1014.0615528128088,1007.7039256689518,1001.3462985250948,994.6990962380382,988.2168306750076,981.4449899687775,974.6731492625474,968.2231078297402,961.129467850087,1072.8139457313969,954.2528805785577,948.0,1065.6278914627935,1058.518217539793,1051.7931021135778,1045.4354749697209,1039.055046725569,1032.7202206820068,1026.5492855684536,463.0,475.7035950101041,478.0,480.0,482.0,483.30090376196176,485.0,486.0,487.0,488.7768921702597,489.0,463.0,488.25288057855767,488.0,463.0,463.6204456150517,465.0,467.0,468.9449532744311,471.0,473.45071443154643,143.7210853720643
16,5,1150.4268833087149,490.1565731166913,5,0.26074050997070025,0.09100780009084142,-2.4980018054066022e-14,0.18746299955991086,-0.09645519946902914,0.08727542350949968,-0.16941658741774568,-0.00886663618260497,-1.0769163338864018e-14,-0.09100780009084763,-0.09645519946903902,0.08639955965965002,0.07536708079915694,-0.1307110975611844,0.10906543641843394,0.14508081073258883,0.11412941980373831,0.06823369899981913,0.09645519946906089,1084.0,1148.0609866682948,1154.0398448916085,1159.7258098961088,1165.4117749006093,1169.6835263427365,1174.6623845660502,1179.0,1184.2058874503048,1189.477638892432,1194.7493903345592,1091.62695526217,1200.7282485578728,1207.0,1099.2539105243402,1106.6228661709565,1113.7732972695242,1121.306349186104,1128.519090885901,1135.3176190233248,1141.7892352261674,462.0,480.0609866682948,485.03984489160854,490.7258098961089,496.4117749006092,502.68352634273646,508.66238456605026,514.9068542494925,520.2058874503047,525.477638892432,530.7493903345592,461.0,535.7282485578728,540.0,462.0,463.6228661709565,465.77329726952416,467.0,469.0,472.0,475.78923522616753,160.82337649086293
16,6,479.67534722222223,829.7586805555555,6,0.24367812703401986,1.9317880628477724e-14,-4.3298697960381105e-15,-0.05169527262395979,-0.04493467919734856,-2.098321516541546e-14,3.885780586188048e-15,1.709743457922741e-14,0.0018612415413779004,0.08613645218116323,-0.1783874183625005,-1.942890293094024e-14,-1.0658141036401503e-14,6.328271240363392e-15,2.375877272697835e-14,-3.8746783559417963e-14,3.8746783559417963e-14,-1.942890293094024e-14,-1.4988010832439613e-14,424.0,474.76959156541704,480.43562219898865,486.1016528325602,491.7676834661318,497.46357393289105,502.96877765676373,508.4739813806365,513.9791851045092,519.4843888283818,524.9852816462487,429.4413464968443,530.2855340419378,536.0,435.10737713041584,440.77340776398745,446.439438397559,452.10546903113067,457.7714996647022,463.4375302982739,469.10356093184544,800.0,827.7401866786212,831.0121198613878,834.2840530441545,837.5559862269212,840.463573932891,842.9687776567638,845.4739813806365,847.9791851045092,850.484388828382,853.0,801.5647212164874,856.0,858.0,804.8366543992543,808.108587582021,811.3805207647875,814.6524539475542,817.9243871303211,821.1963203130877,824.4682534958545,130.8578616561673
16,7,398.64758620689656,723.9703448275862,7,0.07348698570956547,4.440892098500626e-15,-4.6629367034256575e-15,0.0,-1.5543122344752192e-15,6.217248937900877e-15,-4.6629367034256575e-15,9.547918011776346e-15,-9.547918011776346e-15,0.0,0.17083072554941525,0.02132492387474172,0.025002460956145667,0.1888494691840723,-0.13865774830710476,-0.07499367343009045,1.0880185641326534e-14,0.0,-4.440892098500626e-15,373.0,395.2539322438269,398.0011460180774,400.7483597923282,403.49557356657897,406.24278734082975,408.9900011150803,411.7372148893311,414.48442866358187,417.23164243783236,419.97885621208314,376.2343563629845,422.7260699863339,424.0,379.0,381.6330426857481,384.0,385.0,387.0122909210748,389.75950469532535,392.50671846957613,648.0,715.2413355286706,722.9769111561653,730.712486783661,738.4480624111566,746.1836380386521,753.919213666147,761.6547892936427,769.3903649211383,777.1259405486333,784.8615161761288,654.937425451938,792.5970918036244,800.0,662.2236600139968,669.633042685748,676.8615335903667,684.6562367537337,692.0346086461844,699.7701842736792,707.5057599011749,164.17833451479953
16,8,310.05973864343497,654.6813939016802,8,0.7908820267473735,0.05751963916319269,0.0,0.014851497733899155,-0.029724518375891407,0.1351162986906771,-1.3322676295501878e-15,0.2237713623395834,-0.22377136233958295,0.22377136233958295,-0.10824459949756982,0.12306972463532517,0.019023573381926173,0.15139211144510156,9.325873406851315e-15,0.14794751250823834,0.029115547839186462,0.07042644829717082,0.06067831947883473,374.0,321.4724474375122,313.29434226568054,304.9205429577229,296.54674364976523,288.12229011686,279.7991450338499,271.01113216351916,262.22311929318846,252.60667929811152,243.81866642778078,375.85043160848045,234.20222643270384,225.0,371.0,365.0791588704418,358.98641572023587,351.89367257003,344.8009294198241,337.17309950243424,329.44387024415846,601.0,656.5275525624877,660.0,663.0,666.0,668.8777098831401,672.0,674.0,676.0,676.0,678.0,609.1495683915196,678.0,679.0,616.7568938310008,623.9208411295582,631.0135842797641,637.1063274299701,643.1990705801759,648.0,652.5561297558415,192.32879990153884
16,9,1746.5181918412347,664.7839029768468,9,-0.455865574795307,-0.023356387989480254,-0.0925283086529547,-0.02525649460322621,-0.03765626563503577,-0.07522955657909425,0.2540270134597453,-0.1411411912456425,2.7200464103316335e-14,-7.249756350802272e-14,0.14114119124570312,-0.1297106460660793,9.103828801926284e-15,-2.7200464103316335e-14,0.14114119124567592,-0.14114119124567592,1.8096635301390052e-14,0.1411411912456273,6.106226635438361e-14,1710.0,1742.669711533621,1746.3958154168818,1750.1724199277771,1754.1409164022175,1758.1599135042918,1762.253017805976,1766.4908009272544,1770.2169048105154,1774.23590191259,1778.2548990146643,1711.6925102928253,1782.273896116739,1786.0,1715.1225182567264,1719.141515358801,1723.1605124608752,1727.1795095629498,1730.9056134462107,1734.9246105482853,1738.9436076503598,631.0,661.6697115336209,665.395815416882,669.0,672.1409164022175,675.159913504292,678.0,680.4908009272544,684.2169048105154,687.23590191259,690.2548990146645,635.7700411713008,693.2738961167389,697.0,639.1225182567264,642.1415153588009,645.1605124608753,648.1795095629498,651.9056134462109,654.9246105482853,657.9436076503598,105.39013293037635
16,10,1626.4101198402132,623.9407456724367,10,-1.3766765505351941e-14,-0.1825954119389337,0.15467142541835477,-0.1975990091011588,0.12402124919111124,0.08483017601778853,-0.05625511946050965,0.08731839420281373,-0.11589345076009261,0.23178690152018522,0.0,-0.18310792410483412,-0.019963132687586427,-0.2110635654820423,-0.23178690152018255,0.3558081507112991,-0.2399146999512105,-0.10285922011292747,0.08846751578346135,1708.0,1634.8816233815926,1626.6568542494924,1618.3402020253552,1610.3053823869163,1602.129646455628,1593.539696961967,1585.2573593128807,1576.7740115370177,1567.7698484809835,1559.1798989873223,1700.7544155877285,1550.5899494936612,1542.0,1693.5088311754569,1685.6774603255585,1677.7823376490865,1669.1923881554253,1660.602438661764,1652.4267027304759,1643.4225396744416,636.0,620.8816233815926,621.0,622.6597979746448,623.0,625.0,626.0,626.2573593128807,627.0,627.0,628.0,631.7544155877284,627.0,626.0,627.5088311754569,624.6774603255584,622.0,621.0,622.0,620.0,620.0,180.08326112068528
