"Image_FileName_RawBF","Image_PathName_RawBF","Metadata_Plate","Metadata_Experiment","Metadata_Hour","Metadata_Magnification","Metadata_Well","Image_PathName_wellmask_98.png","Image_FileName_wellmask_98.png"
"p01-growth-H01-2X_A01.TIF","/projects/b1059/software/CellProfiler/projects/20191119_growth/raw_images","p01","growth","H01","2X","A01","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"p01-growth-H01-2X_A02.TIF","/projects/b1059/software/CellProfiler/projects/20191119_growth/raw_images","p01","growth","H01","2X","A02","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"p01-growth-H01-2X_A03.TIF","/projects/b1059/software/CellProfiler/projects/20191119_growth/raw_images","p01","growth","H01","2X","A03","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"p01-growth-H01-2X_A04.TIF","/projects/b1059/software/CellProfiler/projects/20191119_growth/raw_images","p01","growth","H01","2X","A04","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
"p01-growth-H01-2X_A05.TIF","/projects/b1059/software/CellProfiler/projects/20191119_growth/raw_images","p01","growth","H01","2X","A05","/projects/b1059/software/CellProfiler/well_masks/","wellmask_98.png"
