ImageNumber,ObjectNumber,Location_Center_X,Location_Center_Y,Number_Object_Number,Worm_Angle_1,Worm_Angle_10,Worm_Angle_11,Worm_Angle_12,Worm_Angle_13,Worm_Angle_14,Worm_Angle_15,Worm_Angle_16,Worm_Angle_17,Worm_Angle_18,Worm_Angle_19,Worm_Angle_2,Worm_Angle_3,Worm_Angle_4,Worm_Angle_5,Worm_Angle_6,Worm_Angle_7,Worm_Angle_8,Worm_Angle_9,Worm_ControlPointX_1,Worm_ControlPointX_10,Worm_ControlPointX_11,Worm_ControlPointX_12,Worm_ControlPointX_13,Worm_ControlPointX_14,Worm_ControlPointX_15,Worm_ControlPointX_16,Worm_ControlPointX_17,Worm_ControlPointX_18,Worm_ControlPointX_19,Worm_ControlPointX_2,Worm_ControlPointX_20,Worm_ControlPointX_21,Worm_ControlPointX_3,Worm_ControlPointX_4,Worm_ControlPointX_5,Worm_ControlPointX_6,Worm_ControlPointX_7,Worm_ControlPointX_8,Worm_ControlPointX_9,Worm_ControlPointY_1,Worm_ControlPointY_10,Worm_ControlPointY_11,Worm_ControlPointY_12,Worm_ControlPointY_13,Worm_ControlPointY_14,Worm_ControlPointY_15,Worm_ControlPointY_16,Worm_ControlPointY_17,Worm_ControlPointY_18,Worm_ControlPointY_19,Worm_ControlPointY_2,Worm_ControlPointY_20,Worm_ControlPointY_21,Worm_ControlPointY_3,Worm_ControlPointY_4,Worm_ControlPointY_5,Worm_ControlPointY_6,Worm_ControlPointY_7,Worm_ControlPointY_8,Worm_ControlPointY_9,Worm_Length
8,1,915.3826815642458,197.22346368715083,1,-0.27767140415199787,0.12928471606124248,0.0,0.07357851652367309,0.051189837799398896,3.9745984281580604e-14,-0.27767140415199254,0.27767140415199254,-0.02747612365418406,-0.09729223066893145,0.7474536399311076,0.18081855531663704,-0.08379170533711688,-0.09702684997955568,6.59472476627343e-14,0.12098607784832649,0.3066230330590558,-0.4276091109074429,0.02361833376767386,905.0,914.6717514421273,916.0,917.0,918.0,918.8131727983645,919.4949747468306,920.1767766952967,921.5656854249493,922.2474873734153,923.0,905.681801948466,924.0,923.0,907.0707106781186,908.0,909.1414213562373,910.53033008589,911.9192388155425,913.0,913.2828427124746,172.0,194.67175144212723,197.0857864376269,199.6357864376269,202.18578643762692,204.81317279836452,207.49497474683056,210.1767766952966,212.56568542494924,215.24748737341528,217.9,174.68180194846605,220.45,223.0,177.07071067811864,179.65,182.14142135623732,184.53033008588991,186.91923881554249,189.43578643762692,192.2828427124746,59.28427124746189
8,2,860.1609195402299,239.13793103448276,2,-1.4876988529977098e-14,0.0,-0.1046526940904064,0.20963444312339535,-0.10498174903299673,-0.08733070561489892,-0.023898323436933544,0.09370169046522997,0.023372369890199918,-7.882583474838611e-15,9.71445146547012e-15,-0.14037451217493901,2.9976021664879227e-15,0.14037451217494057,-0.14037451217493574,0.13380635951051884,-0.12712979642423916,-0.025038477613790133,0.012516883223915976,811.0,855.1301515190165,860.1715728752538,865.212994231491,870.4727922061359,875.2958369439657,880.3372583002031,885.5606601717798,890.8343145750507,895.912132034356,900.9414213562372,815.7363961030678,905.9707106781186,911.0,820.4727922061358,825.5020815280171,830.5313708498984,835.2677669529663,840.2970562748476,845.0473088065419,850.0627416997969,217.0,238.0,240.0,242.0,243.47279220613578,246.0,248.0,249.56066017177983,251.0,252.91213203435598,254.9414213562373,219.7363961030679,256.9707106781186,259.0,222.47279220613578,224.50208152801713,226.53137084989845,229.26776695296635,231.2970562748477,234.0,236.06274169979693,117.39696961966992
8,3,1341.275167785235,308.4738255033557,3,-0.1317546203219957,-2.842170943040401e-14,-3.863576125695545e-14,3.863576125695545e-14,-4.884981308350689e-15,4.884981308350689e-15,-4.884981308350689e-15,0.1268180052288188,-0.03812884229752633,-0.03918308632715917,-0.3041314062265228,0.07990157323524705,-0.027367439208215938,-0.025798518456827235,0.10579567679496815,-0.027837303660550816,-0.10469398870458124,0.2585726255507399,-0.12681800522875575,1370.0,1345.1593561672196,1342.1635823698482,1339.167808572477,1336.172034775106,1333.176260977735,1330.1804871803638,1327.1847133829926,1324.1889395856215,1320.486059007064,1317.0,1367.0042262026288,1313.6845447650273,1312.0,1364.7155591864444,1362.0,1359.4311183728887,1357.0,1354.0,1351.1509037619617,1348.862236745777,258.0,303.84064383278053,308.8364176301517,313.8321914275228,318.82796522489394,323.82373902226504,328.8195128196362,333.8152866170073,338.81106041437846,343.51394099293617,348.3066320070216,262.9957737973711,353.26182093989087,359.0,268.2844408135557,273.3962833031478,278.5688816271114,283.79854335937074,288.7925666062957,293.84909623803827,299.1377632542228,124.73327868088396
8,4,723.4515539305302,326.2321755027422,4,-0.22445626387266104,-0.23485947756495973,0.31359779545825095,-0.3907767976688934,0.31203847977560173,-0.2348594775649535,-1.2434497875801753e-14,6.217248937900877e-15,0.0,-0.2213062786903799,0.18962229554590992,0.06659712376147908,-0.23085093879673302,0.20937839834993532,-0.29038727457194646,0.23485947756496595,0.0,0.0,0.0,766.0,727.9721825406949,723.3786796564403,719.199390334559,715.3071067811866,711.2550252531694,706.661522368915,702.4822330470336,698.3029437251523,694.123654403271,689.9443650813896,761.8207106781186,686.1267766952967,682.0,758.0393398282201,753.6196699141101,749.7857864376268,745.9319805153394,741.7526911934582,737.1591883092036,732.5656854249493,325.0,325.0,325.0,326.0,325.6928932188134,327.0,327.0,328.0,329.0,330.0,331.0,324.0,332.87322330470334,334.0,323.9606601717798,323.6196699141101,324.21421356237306,324.0,325.0,325.0,325.0,91.87005768508878
8,5,904.2278617710583,422.3768898488121,5,-0.19245160747227263,-0.09907187688783736,0.09907187688782582,2.3092638912203256e-14,-0.19210754810087938,0.17241944993900526,0.019688098161867007,0.0933797305844144,-0.09337973058442595,0.28583133805668837,-8.43769498715119e-15,5.329070518200751e-15,1.509903313490213e-14,-1.021405182655144e-14,-0.18637095976614004,0.09299122918171632,-6.661338147750939e-15,-0.09907187688782582,0.09907187688783736,955.0,908.9853553390593,904.1464466094067,900.0146446609406,895.175735931288,890.3368272016353,886.8757359312879,882.4874368670764,877.6485281374238,872.1025126265846,867.2636038969321,948.8681980515339,861.131801948466,855.0,943.3221825406948,937.7761670298557,932.2301515190165,927.0983495705505,922.7949747468306,917.9560660171779,913.1171572875254,367.0,417.01464466094075,422.85355339059333,428.9853553390594,434.824264068712,440.6631727983646,447.0,452.5125631329237,458.3514718625762,463.8974873734154,469.73639610306793,371.13180194846603,473.86819805153397,478.0,376.67781745930523,382.2238329701444,387.76984848098346,392.90165042944955,399.2050252531694,405.04393398282207,410.88284271247466,156.86500705120554
8,6,1137.874773139746,779.7931034482758,6,-0.19106060872266606,-1.2656542480726785e-14,-0.024561348523606696,0.04923939714306824,0.03628992479426918,-0.018162487669455496,0.04153671040478568,-0.11097582042983456,-0.09619793619833239,0.37646670645319935,-0.25363514597408066,-0.031503446873373475,-0.08145504480659338,0.1242605305508202,-0.1764176459143445,0.05722598696388892,0.07638617320622876,1.2656542480726785e-14,0.0,1118.0,1136.0,1138.0,1140.0,1142.0973665961012,1144.0,1145.7600409715246,1147.5913781592362,1149.3470177871866,1151.5059884368648,1154.0,1119.1242304065252,1155.0,1157.0,1121.0,1123.0,1125.325348750847,1127.156685938559,1129.6951299074572,1132.0,1134.0,742.0,775.8532728705461,779.6147476339402,783.3762223973341,787.097366596101,790.8991719241222,794.7600409715246,798.5913781592365,802.6940355743731,806.5059884368646,810.0628369108389,746.1242304065253,814.2385252366059,818.0,749.9371630891611,753.6986378525551,757.3253487508471,761.1566859385589,764.6951299074572,768.3303233437581,772.091798107152,91.79803776280404
8,7,1105.6465863453816,700.8333333333334,7,-0.4295846831520982,-0.2593937992453885,0.0,0.0,0.2593937992453885,-0.2593937992453885,-0.06685723039515379,0.11164086299823639,-0.3018069978980573,0.2570233652949747,0.0,-0.28133572452266353,0.23772895794835947,-0.04559614876436724,0.011395271842261856,0.2328312158510144,-0.24422648769327626,-7.549516567451064e-15,0.2593937992453885,1099.0,1105.0,1105.0,1106.0,1107.0,1108.0,1108.0,1109.0,1110.2411688792274,1111.077323268827,1113.0,1098.0,1114.0,1115.0,1098.6205844396136,1100.1155524173828,1101.0,1102.0,1102.9488021415175,1103.0,1104.0,664.0,696.9630530903678,701.1455539683777,704.9138412840146,708.6821285996514,712.4504159152882,715.804489668552,719.5727769841889,723.2411688792274,727.0773232688273,730.4634253687263,667.7682873156368,734.2317126843632,738.0,671.3794155603863,674.4622096695308,678.5358300745565,682.3041173901935,686.0511978584825,689.426478459094,693.194765774731,83.65001756019882
8,8,1629.4769560557343,755.4941050375133,8,-0.0453162374708842,0.24040720890962253,-0.06979563081111873,-0.03680778086245695,0.12585012278021113,-2.4424906541753444e-15,0.0,-0.006852708757299597,0.03235805151194726,0.12259055811414465,0.0,0.02913074319001785,1.9984014443252818e-15,0.11022089032870475,-0.08675542481839082,-0.08866173525433019,-0.03274159419500022,0.08568451550250988,-0.2634906597871265,1618.0,1627.0887301627793,1630.0,1631.2544155877285,1633.0,1635.0,1636.0,1637.0,1638.0,1639.1656854249495,1640.0,1618.7899494936612,1640.0,1640.0,1620.0,1621.0,1622.0,1622.1715728752538,1623.0,1624.3698484809834,1626.0,684.0,750.0887301627791,756.8284271247462,764.2544155877284,771.4769552621701,778.5941125496954,785.2970562748478,792.0000000000001,798.7029437251524,806.1656854249493,812.9372583002031,690.7899494936611,820.0544155877285,828.0,698.2343145750508,705.7656854249492,713.2970562748477,721.1715728752538,728.7740115370177,735.6301515190165,742.5941125496954,158.91168824543144
8,9,172.75116279069766,957.7790697674419,9,5.773159728050814e-15,-0.39724881375592314,0.3586066923470421,-0.24205289590831525,0.12453711256581279,-0.32290567489961153,0.313900201311027,-0.029980737332502283,-0.27156057419208857,0.045945383848227994,0.20861385937706833,-2.7977620220553945e-14,-0.21214544663924428,0.21214544663928914,-0.13627651836048527,-0.019881386390931954,-0.19219400328938407,0.1362064614014864,0.21214544663928114,194.0,174.7788876392973,172.25037138744887,171.0,168.60755244612523,167.0,165.0,164.0,162.0290213446644,160.03923487602202,159.0,191.47148374815163,157.82140947066182,156.0,188.94296749630323,186.41445124445485,184.593041773793,182.06452552194463,180.0,178.0,176.60029710995912,931.0,955.2211123607027,957.7496286125512,960.8075698019113,963.3924475538747,966.3024395045085,969.049874355807,972.2115227694787,974.9709786553357,977.941147685967,981.0909167350297,933.5285162518484,984.1785905293382,987.0,936.0570325036967,938.5855487555452,941.406958226207,943.9354744780553,946.6561819830454,949.4036168343439,952.3997028900408,71.51723952089537
8,10,542.5524193548387,990.5907258064516,10,-0.18268375475437915,0.0,0.0,-0.2562171647120901,0.0,7.327471962526033e-15,-7.327471962526033e-15,0.161221337187345,0.1934942195155409,-0.3471734141937888,0.24867502220299298,-0.1143036944927327,0.1403129258363609,-0.06459092876104555,-0.2562171647120828,0.2562171647120828,0.0,-0.2562171647120901,0.2562171647120901,541.0,542.0,542.0,542.0,542.0,543.0,544.0,545.0,546.0,546.3878679656441,546.0343145750508,540.1292893218814,547.0,547.0,540.0,540.2665476220843,540.0,540.0,541.0,541.0,541.0,952.0,986.3544155877283,990.5857864376269,994.8171572875253,999.0485281374239,1002.8656854249492,1006.6828427124746,1010.5,1014.3171572875253,1018.3878679656441,1021.9656854249492,955.8707106781187,1025.7686291501016,1030.0,959.2201010126777,962.7334523779157,966.8544155877283,971.0857864376269,974.9029437251523,978.3058874503045,982.537258300203,84.6274169979695
8,11,554.0480769230769,1069.423076923077,11,0.0018667614332588123,0.2806574144036631,0.25009695711154056,-0.25009695711154056,0.09014414371302748,-0.07419438795073674,0.13696496568825012,-0.1529147214505271,-0.006255921823515198,0.022205677585792172,0.17924779790281087,0.4536841809807377,-0.4656033857282553,0.24348263158239813,-0.2500969571115268,-1.3766765505351941e-14,0.17660297971690797,-0.350669921666368,-0.10659047245420306,547.0,552.9561076366888,555.0,556.0,556.0,557.0,557.6546465376546,558.5943543178478,559.0,560.0,560.8276912208003,548.0,561.7673990009935,562.0,548.9147400434767,548.0249677367163,549.0,549.0,550.0,551.0,551.3092930753091,1030.0,1065.9561076366888,1069.4384471871913,1073.3531811122348,1077.6821285996514,1081.5968625246949,1085.6546465376546,1089.5943543178478,1093.7552778621987,1097.6700117872424,1100.8276912208003,1034.205841861799,1104.7673990009935,1109.0,1038.0852599565233,1042.0249677367165,1045.9500436369296,1050.2789911243462,1054.19372504939,1058.1084589744335,1062.3092930753091,86.57894974833334
8,12,1034.3340358271864,968.8292939936775,12,0.0,-0.1774786217738913,-0.00978835191798133,0.1419869222983987,-0.24243277664112428,0.08863138787171199,-0.022351540359609956,-0.11276086933853868,0.14692687616915778,-0.14692687616915778,-6.217248937900877e-15,0.06680006292288043,-0.050344344353819626,0.05331941009969343,-0.007969065737802872,0.15050937205844228,-0.0739742208337737,-0.04852665109605203,0.0974524106323047,1107.0,1041.5995272819216,1033.9326117078642,1026.7899646382727,1019.6752307132292,1012.1462832258126,1005.3152019433289,998.2340728068984,991.216295013055,984.5157746503844,977.401040725341,1099.8852660749565,970.7005203626704,964.0,1092.770532149913,1085.4637193718952,1078.182778291287,1070.7210088756535,1063.42870112884,1056.4915410255664,1048.9735496371654,953.0,966.4004727180784,967.0673882921358,969.0,971.0,972.0,974.6847980566711,976.7659271931016,979.0,982.0,984.0,955.0,987.0,990.0,957.0,958.5362806281048,960.4543054271783,962.0,963.57129887116,964.0,965.0264503628346,158.86322099579533
